review_id,reply,2段階
183367070,"この度は当ホテルをご利用いただき、誠にありがとうございます。

最寄り駅からの道のりや、フロントスタッフの対応についてお褒めのお言葉をいただき、大変嬉しく思います。

和をモチーフにした建物や、お部屋の広さ・清潔さ、朝食のクオリティについてお褒めいただき、スタッフ一同喜んでおります。また、京都を訪れる際にはぜひお立ち寄りいただければ幸いです。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

最寄り駅からの道中を楽しんでいただけたとのこと、大変嬉しく思います。また、フロントの対応やお部屋、朝食についてのお褒めの言葉を賜り、スタッフ一同励みになります。

ご満足いただけたこと、大変光栄です。京都にお越しの際は、ぜひまたのご来館を心よりお待ちしております。どうぞお気をつけてお越しください。

オリエンタルホテル京都六条"
183367071,"この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

スタッフの対応やホテルの清潔さについてお褒めの言葉をいただき、大変嬉しく思います。お客様に素敵な時間を提供できたこと、私たちにとって何よりの喜びです。

またのご来館を心よりお待ちしております。今後ともどうぞよろしくお願い申し上げます。","ご利用いただき、誠にありがとうございます。

スタッフの対応やホテルの雰囲気についてお褒めの言葉をいただき、大変嬉しく思います。お客様に素敵な時間を過ごしていただけたことが、私たちにとって何よりの喜びです。

ぜひまたのご来館を心よりお待ちしております。ありがとうございました。

オリエンタルホテル京都六条"
183367072,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お客様の貴重なご意見に感謝申し上げます。場所が分かりにくいとのご指摘は、今後の改善点として真摯に受け止めます。ティファールの使用に関しても、コンセントの配置を見直す必要があると感じております。

朝食については、種類が少なかったとのこと、大変申し訳ございません。今後、より多様なメニューを提供できるよう努めてまいります。

貴重なご意見をいただき、心より感謝いたします。今後とも改善に努め、お客様にご満足いただけるサービスを提供できるよう励んで参ります。

またのご来館を心よりお待ちしております。","この度は貴重なご意見をいただき、誠にありがとうございます。

当ホテルの場所やコンセントの配置についてご不便をおかけし申し訳ございません。お客様のご指摘を真摯に受け止め、改善に努めて参ります。

また、朝食の種類に関しましても、より充実したメニューをご提供できるよう努力いたします。次回はぜひご期待いただければ幸いです。

お客様のまたのご来館を心よりお待ちしております。  
オリエンタルホテル京都六条"
183367076,"この度は、オリエンタルホテル京都六条にお越しいただき、誠にありがとうございます。

お正月の特別なウェルカムドリンクとして日本酒をご提供させていただいておりますが、お楽しみいただけたようで大変嬉しく思います。日本の伝統を感じていただける瞬間があったことが、私たちにとっても喜ばしい限りです。

今後ともお客様にご満足いただけるよう、サービス向上に努めて参りますので、ぜひまたのご来館を心よりお待ちしております。","お正月にご来館いただき、誠にありがとうございます。ウェルカムドリンクとしての日本酒をお楽しみいただけたとのこと、大変嬉しく思います。

当ホテルでは、季節ごとに特別な体験をご用意できるよう心がけております。今後もお客様にご満足いただけるサービスを提供できるよう努めてまいります。

またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367078,"この度はご宿泊いただき、誠にありがとうございます。

落ち着いた雰囲気や京都らしさを感じていただけたとのことで、大変嬉しく思います。 

駐車場についてのご指摘もありがとうございます。コインパーキングが近くにあるとの情報も共有していただき、感謝しております。

レンタルサイクルのご利用で、より多くの名所を訪れていただけると幸いです。 

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

落ち着いた雰囲気や京都らしさを感じていただけたこと、大変嬉しく思います。また、駐車場についてのお声も貴重なご意見として受け止めさせていただきます。周辺のコインパーキングについてもご案内いただき、感謝申し上げます。

レンタルサイクルのご利用を通じて、京都の魅力をさらにお楽しみいただければ幸いです。今後とも、お客様にご満足いただけるサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367079,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お部屋の清潔さや、無料サービスについてご評価いただけたこと、大変嬉しく思っております。  
スタッフの対応にご満足いただけているとのお言葉も、私たちの励みになります。

コストパフォーマンスについてお褒めいただき、重ねて感謝申し上げます。  
今後もお客様にご愛顧いただけるよう、サービス向上に努めて参ります。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お部屋や無料サービス、スタッフの対応について高く評価いただき、大変嬉しく思います。お客様に快適にお過ごしいただけるよう、これからもサービスの向上に努めてまいります。

11月の繁忙期におきましても、安心してお楽しみいただける環境を整えておりますので、ぜひまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367090,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

アクセスに関してご不便をおかけし申し訳ございませんが、快適にお過ごしいただけたとのことで、嬉しく思っております。ドリンクサービスや朝食をお楽しみいただけたようで何よりです。

また、フロントスタッフについての温かいお言葉もいただき、スタッフ一同励みになります。女子旅にぴったりな思い出作りをお手伝いできましたら幸いです。

ぜひまたのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

アクセスに関しまして貴重なご意見をいただき、感謝いたします。また、お部屋やドリンクサービス、朝食にご満足いただけたとのこと、大変嬉しく思います。

スタッフへの温かいお言葉もありがとうございます。楽しい女子旅の思い出をお作りいただけたようで、私たちも嬉しい限りです。

またのご来館を心よりお待ちしております。"
183367091,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

京都駅からのアクセスや、朝食をお楽しみいただけたとのこと、大変嬉しく思います。ご滞在が良い思い出になったことに、スタッフ一同喜んでおります。

今後とも、お客様に快適なご滞在を提供できるよう努めて参りますので、またのご来館を心よりお待ちしております。","この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

京都駅からの立地や朝食にご満足いただけたとのことで、大変嬉しく思います。私たちスタッフ一同は、常にお客様にリラックスしていただけるよう心掛けております。

今後とも皆様にご満足いただけるサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367092,"この度は当ホテルへご宿泊いただき、誠にありがとうございます。

チェックイン時のご案内やサービスにご満足いただけた点をお聞きし、大変嬉しく思います。喫煙所の配慮や、お部屋の静かさについてもお褒めいただき、心より感謝申し上げます。

お部屋の広さや設備に関してはご期待に沿えなかった部分があり、申し訳ございません。また、次回はぜひ他のサービスもご利用いただければと存じます。

冷たく感じられた接客についても、改善に努めてまいりますので、またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

チェックイン時にスムーズなお手伝いができ、また静かにお休みいただけたことを嬉しく思います。ご指摘いただきましたお部屋の広さや設備については、貴重なご意見として今後の参考にさせていただきます。

次回はぜひ、その他のサービスもご利用いただき、さらに快適な滞在を体験していただければと思います。スタッフ一同、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367094,"この度は当ホテルをご利用いただき、誠にありがとうございます。

急な出張の中で、当ホテルをお選びいただきましたこと、大変嬉しく思います。お客様が快適な二日間を過ごされたと伺い、スタッフ一同心より安堵しております。

またのご来館を心よりお待ちしておりますので、ぜひ次回はゆっくりとお楽しみください。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

急なご予約にも関わらず、快適なひとときをお過ごしいただけたとのお言葉、大変嬉しく思います。お仕事のストレスが少しでも軽減されたことに、スタッフ一同心より安心いたしました。

次回のご滞在では、ぜひゆっくりとお過ごしいただけることを心待ちにしております。またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367095,"この度は当ホテルにご宿泊いただき、誠にありがとうございます。

エントランスの階段や喫煙ルームの配置についてのご指摘、心より感謝申し上げます。お客様のご意見は非常に貴重であり、今後の改善に活かしてまいります。

特にバリアフリーの面での不便や、タバコの煙に関するご指摘は重く受け止め、スタッフ一同でしっかりと対応を検討いたします。

ご不便をおかけし申し訳ございませんでしたが、またのお越しを心よりお待ちしております。","この度は、ご不便をおかけし申し訳ございません。

エントランスのバリアフリーに関するご指摘や、タバコの煙に関するお声をいただき、真摯に受け止めております。お客様が快適に過ごせる環境を提供することは、当ホテルの最も重要な使命です。いただいたご意見については、スタッフ一同でしっかりと検討し、改善に努めてまいります。

貴重なご意見を誠にありがとうございます。今後ともお客様にご満足いただけるよう努力してまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367099,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

和のコンセプトを感じていただけたとのことで、嬉しく思っております。また、外観やエントランスのデザインにご満足いただけたこと、大変光栄です。

一方で、部屋の照明や清掃に関してご不便をおかけし、申し訳ございませんでした。お客様からのご指摘を真摯に受け止め、改善に努めて参ります。

アーリーチェックインやレイトチェックアウトなどのサービスをお楽しみいただけたことは何よりです。

今後ともお客様にご満足いただけるよう努めて参りますので、またのお越しを心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

和のコンセプトや外観についてお褒めの言葉をいただき、大変嬉しく思っております。USB照明の不具合および清掃が行き届いていなかった点につきましては、ご不便をおかけし申し訳ございません。いただいたご意見は、今後の改善に活かして参ります。

アーリーチェックインやレイトチェックアウト、レンタル自転車サービスにご満足いただけたとのこと、何よりでございます。またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367100,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

立地や館内の清潔さ、朝食バイキングについてのお褒めの言葉、大変嬉しく思っております。特に京都の味を楽しんでいただけたとのこと、私たちも嬉しく感じております。

また、駐車場や観光地へのアクセスが問題なかったとのご感想、今後のご参考となる貴重な情報です。静かな環境での快適なご滞在に寄与できたこと、お礼申し上げます。

次回の京都旅行の際にもぜひ当ホテルをご利用いただければ幸いです。スタッフ一同、お客様の再訪を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お客様にご満足いただけたとのことで、大変嬉しく思っております。立地や館内の清潔さ、朝食の白味噌の味噌汁についてのご感想、心より感謝申し上げます。観光地へのアクセスがスムーズで、充実した京都旅行のお手伝いができたことが何よりです。

また、フロントの対応についてもお褒めの言葉をいただき、スタッフ一同励みになります。次回の京都旅行でもぜひご利用いただけますよう、心よりお待ち申し上げております。

今後ともより良いサービスを提供できるよう努めて参りますので、どうぞよろしくお願いいたします。ありがとうございました。 

オリエンタルホテル京都六条"
183367103,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

コストパフォーマンスを良く感じていただけたとのこと、大変嬉しく思います。また、部屋にご満足いただけたことも何よりです。

フロントの対応については、ご不便をおかけし申し訳ございません。スタッフ一同、サービス向上に努めてまいりますので、ぜひ次回はより良い体験を提供できるよう努力いたします。

駅からの距離に関してもご意見いただきありがとうございます。次回ご来館の際には、快適にお過ごしいただけますよう、さまざまな改善を検討します。

またのご来館を心よりお待ちしております。","ご利用いただき誠にありがとうございます。

コストパフォーマンスにご満足いただけたとのこと、大変嬉しく思います。また、お部屋に関するお褒めの言葉もありがとうございます。

フロントの対応がご期待に添えず、ご不便をおかけし申し訳ございません。スタッフ一同、今後の改善に努めてまいります。

駅からの距離についていただいた貴重なご意見も感謝いたします。またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367109,"この度はご宿泊いただき、誠にありがとうございます。

シンプルでモダンな造りをお気に召していただけたこと、大変嬉しく思います。ウェルカムドリンクや寛げる電源付きカウンターなど、快適にお過ごしいただける工夫を心がけております。

客層についてのご感想もありがとうございます。若いお客様にも楽しんでいただける空間づくりを引き続き行ってまいります。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

シンプルでモダンな造りをご評価いただき、大変嬉しく思います。また、ウェルカムドリンクや快適なお部屋でのご滞在がご満足いただけたようで何よりです。

大浴場はご用意しておりませんが、他のサービスにおいて満足いただけるよう、今後も改善に努めてまいります。

お客様のまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367115,"この度はご宿泊いただき、誠にありがとうございます。

ご家族との京都旅行が素晴らしいものになったとのこと、大変嬉しく思います。紅葉の時期に少し早かったということですが、ホテルのスタッフが親切だったとお褒めいただき、ありがとうございます。

快適なお部屋での滞在をお楽しみいただけたことも嬉しく思っております。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

ご家族での京都旅行が素晴らしい思い出となったこと、大変嬉しく思います。また、スタッフの親切さやお部屋の快適さにご満足いただけて光栄です。

今後もお客様に快適にお過ごしいただけるよう、スタッフ一同心を込めて努めて参りますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367121,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お客様からの貴重なご意見、心より感謝申し上げます。駅からの距離やご滞在中の清掃に関しまして、ご不便をおかけし申し訳ございませんでした。お部屋の快適さや景観へのご要望、またフロントスタッフの印象についても、今後の改善に努めて参ります。

朝食の白飯をお褒めいただき、嬉しく思います。お客様のご期待に沿えるよう、更なるサービス向上を図ってまいりますので、今後ともどうぞよろしくお願いいたします。

またのお越しを心よりお待ちしております。","この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

ご指摘いただきましたエントランスの照明やお部屋の清掃状態について、心よりお詫び申し上げます。お客様に快適にお過ごしいただけるよう、これらの点を改善すべく努めてまいります。

また、フロントの対応に関しても期待に沿えず残念に思っております。今後はスタッフ一同、より良いサービスを提供できるよう努力を重ねてまいります。

貴重なお時間をいただき、ありがとうございます。またのご来館を心よりお待ち申し上げております。

オリエンタルホテル京都六条"
183367128,"この度は、オリエンタルホテル京都六条に46日間のご滞在をいただき、誠にありがとうございます。

交通や周辺の便利さについてご指摘いただき、大変嬉しく思います。バスの利用についての情報も、今後のご来館時に活用していただけることを願っております。

またのご来館を心よりお待ちしております。","この度は、オリエンタルホテル 京都六条に長期間ご滞在いただき、誠にありがとうございます。

便利な交通手段をご利用いただき、また地元のお店も楽しんでいただけたとのこと、大変嬉しく思います。バスの情報をシェアしていただき、ありがとうございます。お客様にとって有益な情報となることでしょう。

今後とも、お客様にご満足いただけるサービスを提供できるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367129,"この度は、当ホテルにご宿泊いただき誠にありがとうございます。

最上階のコーナースイートルームでの素晴らしい滞在をご満喫いただけたようで、大変嬉しく思っております。京都タワーを目にしながらのアクセス方法や、和の雰囲気に包まれたロビーやお庭の魅力をお楽しみいただけたこと、心より感謝申し上げます。

朝食もご満足いただけたとのことで、私たちの料理を楽しんでいただけたことが何よりの喜びです。お客様の声を励みに、今後ともより良いサービスの提供に努めてまいります。

駅からは少し距離がありますが、交通の便も良い場所にございますので、この次のご訪問を心よりお待ち申し上げております。","この度は最上階のコーナースイートルームにご宿泊いただき、誠にありがとうございます。

ホテルまでの道のりや、和の雰囲気をお楽しみいただけたことを大変嬉しく思います。特にロビーや庭園の美しさが、お客様のリラックスしたひとときの一助となったことを伺い安心いたしました。

朝食にもご満足いただけたとのこと、地元の味を楽しんでいただけたことが私たちの喜びです。また、アクセスに関する貴重なご意見をいただき、ありがとうございます。次回のご滞在の際には、さらに快適にお過ごしいただけるよう努めてまいります。

またのご来館を心よりお待ちしております。"
183367139,"この度はご宿泊いただき、誠にありがとうございます。

お部屋の広さや清潔さ、ウェルカムドリンクのりんごジュース、レンタルサイクルを楽しんでいただけたとのこと、大変嬉しく思います。また、朝食のお米もお口に合ったようで何よりです。

これからもお客様にご満足いただけるよう、スタッフ一同努めてまいります。

またのご来館を心よりお待ちしております。","この度は、オリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お部屋やウェルカムドリンクのりんごジュース、レンタルサイクルをお楽しみいただけたとのこと、大変嬉しく思います。また、朝食のお米にもご満足いただけたことは、私たちにとって何よりの喜びです。お客様のご意見は、今後のサービス向上に繋がります。

ぜひ、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367142,"この度は当ホテルをご利用いただき、誠にありがとうございます。

お部屋の変更にご理解いただき、スタッフの対応をお褒めいただきましたこと、大変嬉しく思います。また、落ち着いた雰囲気やウェルカムサービスについてもお言葉をいただき、ありがとうございます。

お部屋の調度について、シンプルで機能的な点が気に入っていただけたようで何よりです。長期滞在時の荷物については課題があるかもしれませんが、またのご利用の際にはぜひお気軽にご相談ください。

お客様の京都での楽しみがまたここでの宿泊を通じて深まることを願っております。次回のご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、また詳細な口コミをお寄せいただき、誠にありがとうございます。

お部屋の変更に関しまして、ご満足いただけたとのことで安心いたしました。ロビーやラウンジの雰囲気、また静かな立地をお楽しみいただけたこと、大変嬉しく思います。清潔感やコストパフォーマンスについてもお褒めいただき、心より感謝申し上げます。

長期のご滞在に際し、お荷物の整理が少々難しい点については、今後の改善点として承ります。次回お越しの際には、ぜひ再度当ホテルのサービスをお楽しみいただければ幸いです。

ご贔屓のお店にも近く、ご再訪をお考えいただけるとのこと、スタッフ一同心よりお待ち申し上げております。またのお越しを心よりお待ちしております。

オリエンタルホテル京都六条"
183367148,"この度は当ホテルをご利用いただき、誠にありがとうございます。

お部屋や水周りの清潔感についてお褒めの言葉をいただき、大変嬉しく思います。
また、ウェルカムドリンクサービスやお菓子もお楽しみいただけたようで何よりです。

立地に関してのご提案もありがとうございます。お客様にとって快適な滞在を提供できるよう、今後とも努力してまいります。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お部屋や水周りの清潔感についてお褒めいただき、大変嬉しく思っております。お客様に快適にお過ごしいただけたことをスタッフ一同喜んでおります。

また、ウェルカムドリンクやお菓子もご利用いただけたとのこと、ありがとうございます。お客様に心地よいひとときを提供できるよう、引き続き努めてまいります。

立地に関する貴重なご意見も感謝いたします。移動の際はタクシーやバスをご利用いただけますと、より快適にお過ごしいただけるかと思います。

今後もお客様のご期待にお応えできるよう精進してまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367160,"この度はオリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

ホテルのサービスや雰囲気をお楽しみいただけたとのことで、大変嬉しく思います。また、ロビーのサービスについてもご評価いただき、感謝申し上げます。

一方で、部屋のスペースが狭かった点については、ご不便をおかけし申し訳ございません。今後の改善に向けた参考とさせていただきます。

またのご来館を心よりお待ちしております。","こんにちは！この度は当ホテルにご来館いただき、誠にありがとうございます。

ホテルのサービスや雰囲気についてお褒めの言葉をいただき、とても嬉しく思っております。また、ロビーのサービスもご満足いただけたとのこと、ありがとうございます。

お部屋のスペースに関する貴重なご意見も感謝いたします。今後の改善に努めて参りますので、ぜひまたのお越しを心よりお待ちしております。

オリエンタルホテル京都六条"
183367169,"この度はオリエンタルホテル 京都六条をご利用いただき、誠にありがとうございます。

ご指摘いただきましたように、外国人のお客様が多くいらっしゃる中、無事におくつろぎいただけたことを嬉しく思います。また、無料の飲み物とツマミをお楽しみいただけたとのこと、何よりです。

フロントのスタッフに関しても貴重なご意見をありがとうございます。通過時に気にせずお過ごしいただけるという点は、リラックスされたご滞在である証と受け止めております。

これからもお客様にとって快適な空間を提供できるよう努めて参ります。 

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

多くの外国のお客様にもご満足いただける環境をご提供できましたこと、大変嬉しく思います。また、無料の飲み物やツマミを楽しんでいただけたとのことで、何よりです。清潔なビジネスホテルとしての評価もいただけたこと、心より感謝申し上げます。

フロントの対応については貴重なご意見として真摯に受け止め、今後のサービス向上に繋げて参ります。お客様により快適にお過ごしいただけるよう、スタッフ一同努力して参ります。

またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367172,"この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お部屋やアメニティについてのご意見、大変貴重なご指摘をいただき感謝申し上げます。特に、冷蔵庫や金庫の位置、テーブルの件については、今後の改善点として受け止めさせていただきます。また、浴室の換気に関する問題も、早急に確認し、対応いたします。

立地や朝食についてもご意見をいただき、ありがとうございます。お客様によりご満足いただけるよう、メニュー内容やサービス向上に努めてまいります。

落ち着いた雰囲気をお楽しみいただけたとのこと、大変嬉しく思っております。またのお越しを心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、また詳細なご意見を誠にありがとうございます。

アメニティや設備に関するご指摘について、御不便をおかけし申し訳ございません。冷蔵庫や金庫の位置、和室のテーブルに関するご意見は今後の改善に役立てさせていただきます。

立地やロビーの雰囲気、そして朝食に関するご感想をいただけたこと、心より感謝申し上げます。お客様にご満足いただけるよう、料理メニューの充実を図ってまいります。

またのご来館を心よりお待ちしております。"
183367179,"この度はご宿泊いただき、誠にありがとうございます。

静かな立地や新しいお部屋についてお褒めの言葉をいただき、大変嬉しく思います。また、朝食に関しましては、貴重なご意見をいただき感謝いたします。お客様によりご満足いただけるよう、今後の改善に努めてまいります。

今後とも満足いただけるサービスを提供できるよう、引き続き努力してまいりますので、またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

静かな立地やお部屋の清潔さをお気に召していただけたとのことで、大変嬉しく思っております。

朝食について貴重なご意見を賜り、ありがとうございます。お客様のご意見を参考にし、より多くのニーズにお応えできるメニューの充実を目指してまいります。

またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367187,"この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

お客様がご到着の際、清掃中のためお待たせしてしまい、大変ご不便をおかけしましたことを心よりお詫び申し上げます。お客様に快適なお部屋を提供するための準備を行っておりますが、何よりもお客様のお時間を優先すべきであったと反省しております。

今後はこのようなことがないよう、スタッフ一同努めて参りますので、何卒ご容赦いただけますと幸いです。

またのお越しを心よりお待ちしております。","この度は清掃の影響でチェックインにお時間をいただき、誠に申し訳ございませんでした。お客様にはご不便をおかけし、大変心苦しく思っております。

今後は清掃のスケジュールを見直し、よりスムーズなチェックインを実現できるよう努めてまいります。貴重なご意見をいただき、誠にありがとうございます。

またのお越しを心よりお待ちしております。 

オリエンタルホテル京都六条"
183367188,"この度はご不便をおかけし申し訳ございません。  

係員の対応に至らぬ点があり、ご不快な思いをさせてしまいましたこと、大変心苦しく思っております。  

お客様のご意見を真摯に受け止め、今後のサービス改善に努めてまいります。  

貴重なお声をいただき、誠にありがとうございます。  
またのご来館を心よりお待ちしております。","この度は、お客様にご不快な思いをさせてしまい、誠に申し訳ございません。スタッフの対応についてご指摘いただき、感謝いたします。

お客様の貴重なご意見は、今後のサービス向上に向けて真摯に受け止め、改善に努めてまいります。よりスムーズで快適なサービスをご提供できるよう、スタッフ一同、努力してまいります。

またのご来館を心よりお待ちしております。  
オリエンタルホテル京都六条"
183367211,"この度は、オリエンタルホテル 京都六条にご宿泊いただき、誠にありがとうございます。

お客様におかれましては、旅行を楽しんでいただけたご様子で大変嬉しく思います。ホテルのデザインや和室でのゆったりとした時間、また、美味しいお食事をお楽しみいただけたことも伺い、光栄に存じます。

YouTubeをご覧になりながら快適に過ごされたとのことで、当ホテルの設備もご利用いただき感謝申し上げます。お客様の声は、私たちスタッフ一同にとって大変励みになります。

ぜひまたのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条にご宿泊いただき、誠にありがとうございます。

お褒めの言葉をいただき、大変嬉しく思っております。お部屋の和室やデザイン、そしてご飯を気に入っていただけたとのこと、私たちの努力が伝わったことを心より感謝いたします。また、YouTubeをお楽しみいただけたことも嬉しい限りです。

お客様の快適なご滞在をサポートできたことに、スタッフ一同喜びを感じております。今後とも、お客様にご満足いただけるよう努めてまいりますので、またのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367214,"この度は当ホテルをご利用いただき、誠にありがとうございます。

お客様のご評価を賜り、スタッフ一同大変嬉しく思っております。お風呂の段差や浴槽の広さ、さらにはベッドの固さについてお褒めのお言葉をいただき、またお連れ様にもご満足いただけたこと、何よりの励みになります。

夕食をお楽しみいただけなかったとのこと、車での移動が必要な中でも良いご滞在となったのは幸いですが、次回はぜひお食事もご利用いただけることを願っております。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。お風呂やベッドについてのご感想をお寄せいただき、大変嬉しく拝読いたしました。特にご主人様にもご満足いただけたとのこと、スタッフ一同心より喜んでおります。

ご夕食については、移動の関係で難しかったとのことですが、次回はぜひお楽しみいただけるよう、さまざまなプランをご提案できるよう努めてまいります。

貴重なご意見をいただき、感謝申し上げます。またのご来館を心よりお待ちしております。"
183367216,"この度はご宿泊いただき、誠にありがとうございます。

客室や館内の清潔感をお感じいただけたこと、大変嬉しく思います。ただ、サービスに関してご期待に添えなかった点があったとのことで、申し訳ございませんでした。お客様のおっしゃる通り、ビジネスホテルとしての特性があり、サービス面には改善の余地があるかと考えております。

また、朝食についての貴重なご意見もありがとうございます。和食と洋食のバランスに関して、今後の参考にさせていただきます。

全体として、気持ちよく宿泊していただけたとのこと、何よりです。今後もより良いご滞在を提供できるよう努めてまいりますので、

またのご来館を心よりお待ちしております。","ご宿泊いただき、誠にありがとうございます。

客室の清潔感や南禅寺豆腐と白みそのお味噌汁をお楽しみいただけたとのこと、大変嬉しく思います。サービスに関するご意見については、今後の改善の参考にさせていただきます。

特に朝食のバランスや団体のお客様との兼ね合いについては、改善策を検討し、より快適にお過ごしいただけるよう努めてまいります。

貴重なご意見をいただき、ありがとうございます。お客様のまたのご来館を心よりお待ちしております。

オリエンタルホテル京都六条"
183367240,"この度は、当ホテルにご宿泊いただき、誠にありがとうございます。

お客様にはご不便をおかけし、申し訳ございませんでした。駅からの距離や、荷物の運搬についてのご指摘、清掃や朝食メニューに関するご意見は真摯に受け止めております。

お客様の貴重なご意見をもとに、さらなるサービス向上に努めて参ります。今後の改善に向け、教えていただきましたことをスタッフ一同でしっかりと共有し、対応してまいります。

またのご来館を心よりお待ちしております。","この度はオリエンタルホテル京都六条をご利用いただき、誠にありがとうございます。

駅からのアクセスやお荷物の対応についてご不便をおかけし、申し訳ございませんでした。スタッフ一同、お客様に快適にお過ごしいただけるよう、教育や清掃体制の見直しに努めてまいります。

また、朝食の内容について貴重なご意見をいただき、感謝申し上げます。今後、より多様なメニューを提供できるよう改善を進めてまいります。

お客様のご指摘を真摯に受け止め、さらなるサービス向上に取り組んで参ります。次回のご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
183367253,"この度はご利用いただき、誠にありがとうございます。

静かな環境をお楽しみいただけたとのこと、大変嬉しく思います。小路に佇む当ホテルは、日常を忘れられる静けさをご提供できることを目指しております。

もしお食事やサービスについてお気付きの点がございましたら、ぜひお知らせいただけますと幸いです。

またのご来館を心よりお待ち申し上げております。","このたびはオリエンタルホテル 京都六条にご来館いただき、誠にありがとうございます。

静かな小路に位置する当ホテルの雰囲気をお気に召していただけたこと、大変嬉しく思います。お客様にご満足いただけるよう、常に努めてまいりますので、ご意見やご要望がございましたらお気軽にお知らせください。

またのご来館を心よりお待ちしております。 

オリエンタルホテル京都六条"
