review_id,reply
183367142,"この度は、当ホテルをお選びいただき、誠にありがとうございました。ご滞在を快適にお過ごしいただけたようで、スタッフ一同大変嬉しく存じます。また、お部屋のご変更につきましても、私どもの対応に温かいお言葉をいただき、心より感謝申し上げます。

当ホテルの立地や雰囲気、館内の設備・サービスについてもご評価いただき、ありがとうございます。ウェルカムサービスや、機能的で清潔感のある客室、明るい照明の快適さなど、お客様の視点からのご感想を大変ありがたく拝読いたしました。特に、お部屋の明るさにご満足いただけたことは、当ホテルとしても嬉しい限りです。
長期滞在時の収納に関するご意見も、今後のサービス向上の参考とさせていただきます。メンバー登録の特典についても、今後さらにご満足いただけるようなサービスを充実させてまいりますので、ぜひ次回もご活用くださいませ。
四季折々の京都の魅力を存分にお楽しみいただけるよう、スタッフ一同心を込めてお迎えいたします。またのご来館を心よりお待ち申し上げております。

オリエンタルホテル京都 六条"
183367148,"この度はオリエンタルホテル京都六条へご宿泊賜りありがとうございます。
また、ご感想をお寄せいただきました事重ねて御礼申し上げます。
ご滞在中のウェルカムドリンクやお菓子などお楽しみいただけたようで大変嬉しく存じます。
これからもよりご満足いただけるホテルを目指しサービスの向上を図って参る所存でございます。引き続きご愛顧賜りますようお願い申し上げます。
またのご来館を従業員一同心よりお待ち申し上げております。
オリエンタルホテル京都六条"
183367160,"お客様からの素晴らしい評価と肯定的なフィードバック、ありがとうございます！ホテルのサービスと雰囲気にご満足いただけたことを嬉しく思います。

ロビーサービスの充実についてお話いただき、その点が好意的に受け入れられていることをうれしく思います。ただし、お部屋のスペースについては、もう少し広いスペースが望ましいとのご意見をいただいていることを理解しています。お客様の快適さが最優先事項であることを理解し、今後も改善のための検討を行っていきます。

またの機会に、より快適な滞在を提供できるよう、お客様の要望や提案に真摯に対応いたします。お選びいただき、ありがとうございました。"
183367169,"この度は口コミの投稿をいただき誠にありがとうございます。
また、当館のウェルカムドリンク等に関してもお気に召していただけたようで何よりでございます。
しかしながら受付後、お客様が前を通ってもスタッフがご挨拶をしなかったとのこと、誠に申し訳ございません。再度教育を徹底してまいります。
また京都にお越しの際には当ホテルをご利用いただけますと幸いです。"
183367172,"この度はお忙しい中、レビューをご投稿いただき誠にありがとうございます。
また、施設内設備や周辺のお店に関しても他のお客様への情報をご提供いただきありがとうございました。
口コミの中でご指摘いただきました浴室の臭いに関しては確認し、その後改めて念入りな清掃を実施しております。お客様にご指摘いただく以前にこちら側で気づけなかった旨、大変申し訳ございませんでした。清掃スタッフにも情報を共有し、今後は一層念入りに確認するようにいたします。
朝食メニューに関しても、スタッフ間でメニューを協議し、皆様にご満足いただけますよう改善に努めてまいります。
この度はご宿泊誠にありがとうございました。"
183367179,"この度はオリエンタルホテル京都六条をご利用いただき、またお忙しい中口コミを投稿していただき、誠にありがとうございます。当館の立地や客室に対しお褒めのお言葉をいただき、光栄に存じます。

朝食についてのご意見も大変有難く、年齢層によって異なるお好みがある旨のご指摘、誠にありがとうございます。今後、皆様により多くの選択肢を提供できるように検討・改善を重ねてまいります。

お客様の次回のご滞在をスタッフ一同心よりお待ちしております。
この度は誠にありがとうございました。"
183367187,"お客様の貴重なコメントをいただき、誠に申し訳ございませんでした。15時のチェックイン予約をしていただいたにもかかわらず、清掃中でのお待たせが発生し、ご不便をおかけしましたこと、深くお詫び申し上げます。

お客様の時間を尊重し、円滑な滞在を提供することが私たちの責任です。清掃中の遅延が生じたことについては、弊社のスタッフによる調整と改善策の導入を検討いたします。このような問題が再び発生しないよう、私たちは努力し続けます。

再度、お客様にご不便をおかけしたことを深くお詫び申し上げ、今後はよりスムーズなサービスを提供できるよう心がけてまいります。お客様のご意見を真摯に受け止め、サービスの向上に努力いたします。どうぞまたのご機会にお越しいただければ幸いです。"
183367188,"Thank you very much for taking the time to post this review.
We sincerely apologize for any inconvenience caused by our staff's guidance and response.
We will make every effort to improve the lack of information and recognition through further training and discussions among our staff. 
Thank you very much for staying with us."
183367211,"この度は当ホテルでのご滞在を楽しんでいただき、口コミを投稿していただきありがとうございます。お部屋の綺麗さやデザイン、和室でのゆったりとした時間をお楽しみいただけたようで、大変嬉しく思います。今後もお客様が快適に過ごせるようなサービスと施設の向上に努めてまいります。

またの機会にぜひ当ホテルをご利用いただければ幸いです。お客様のお越しを心よりお待ちしております。"
183367214,"この度はご宿泊いただき、評価をいただきましてありがとうございます。
お客様にとって心地よい滞在を提供することが私たちの目標ですので、今後も素敵なお部屋とサービスを提供できるよう努めてまいります。
またの機会にぜひお越しください。お客様のまたのご利用を心よりお待ちしております。
ありがとうございました。"
183367216,"この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。サービスが省力化されているとの印象を受けさせてしまったことについて、深くお詫び申し上げます。お客様には心地よいサービスを提供することが私たちの使命であり、サービス面でのご満足を常に追求してまいります。

また、朝食の品数の偏りや食事会場の狭さに関してもご指摘いただき、誠にありがとうございます。お客様にはバランスの取れた美味しい朝食をご提供することが重要であり、今回のご意見を真摯に受け止めて改善に努めてまいります。

お客様の貴重なご意見に基づき、サービスの向上とより良い朝食の提供に努めてまいります。お客様にご満足いただけるよう、スタッフ一同努力してまいりますので、ぜひまたの機会にご利用いただければ幸いです。お客様のまたのお越しを心よりお待ちしております。
オリエンタルホテル京都六条"
183367240,"この度はお忙しい中口コミの投稿をいただき誠にありがとうございます。
ご指摘いただきましたお荷物に関しては宅急便・当日の荷物預かりに関わらず、基本的には皆さまご自身で1階フロントからお部屋までお運びいただきますようお願いしております。ご案内不足で申し訳ございません。
また、往復宅急便の取り扱いをスタッフが把握していなかった件に関しても重ねてお詫びを申し上げます。スタッフ間で共有し今後同様の事が発生しないよう努めて参ります。

お部屋の清掃においてもお客様のご意見を真摯に受け止め、清掃スタッフへの教育やトレーニングを強化し、より快適なご滞在を提供できるよう精進してまいります。
なお、テーブルに関してはお部屋に設置されていなくご不便を感じられるお客様のお声を反映し、フロントにてお貸出しを行っております。お声がけ・ご提案等の配慮が足りず申し訳ございませんでした。

朝食に関してもインバウンドのお客様のご期待に添えますよう、ご提供できる食事のバリエーションを拡充し、多様なニーズにお応えできるよう努力いたします。

お客様の貴重なご意見をいただき、改善に向けて努力いたします。
この度はご宿泊いただき誠にありがとうございました。"
183367253,"この度はご宿泊いただき、評価をいただきましてありがとうございます。
お客様にとって心地よい滞在を提供することが私たちの目標ですので、今後も素敵なお部屋とサービスを提供できるよう努めてまいります。
またの機会にぜひお越しください。お客様のまたのご利用を心よりお待ちしております。
ありがとうございました。"
183367257,"お客様のご意見を真摯に受け止め、改善に努めてまいります。

隣のお部屋で騒音があり、また置き時計の遅れについてもお詫び申し上げます。お部屋の環境や設備の点検に改めて取り組み、お客様に快適な空間を提供できるよう努めてまいります。

朝食においても、パンの硬さにご不満を抱かれたことをお詫び申し上げます。今後はパン以外の和食メニューも充実させ、さまざまなお客様のニーズにお応えできるよう努めてまいります。

バイクの駐車に関しては安全に止められる環境を提供できたこと、また次回はバイクでのリベンジをお考えいただけること、大変嬉しく思います。

次回のご利用に向けて、お客様がより快適な滞在をお楽しみいただけるよう努めてまいります。またの機会にぜひお越しください。お客様の再訪を心よりお待ちしております。ありがとうございました。"
183367259,"お客様からのご意見を真摯に受け止め、改善に努めてまいります。

お客様がおっしゃるように、室内デザインや設備においてご不便をおかけしたことをお詫び申し上げます。お客様の快適な滞在を提供するために、より使いやすく機能的な空間を提供できるように改善を検討いたします。また、ユニットバスの広さや朝食のメニューにおいても、ご期待に沿えなかったことをお詫び申し上げます。

お食事に関しても、より多様なメニューや品質の向上を図り、お客様に満足いただける朝食を提供できるよう努めてまいります。お客様のご意見を参考に、今後の改善に生かしてまいります。

また、アクセスやホテルの魅力についてもご指摘いただき、大変参考になります。今後、より便利で魅力的な滞在を提供できるよう取り組んでまいります。

お客様のご意見を真摯に受け止め、改善に努めてまいりますので、再度のご利用をお考えいただけると幸いです。お客様のまたのご来館を心よりお待ち申し上げております。"
183367260,"GWにご利用いただき、ありがとうございました。
また、お褒めの言葉をいただき、大変嬉しく思います。

当ホテルの立地や建物の雰囲気、内装がお客様にとって魅力的なものであり、京都らしさを感じていただけたようで、私たちも非常に喜んでおります。お客様にとって心地よい滞在を提供することが私たちの目標ですので、今後も素敵なお部屋とサービスを提供できるよう努めてまいります。

またの機会にぜひお越しください。お客様のまたのご利用を心よりお待ちしております。ありがとうございました。"
183367292,"お忙しい中貴重なフィードバックをいただき誠にありがとうございます。スタッフの対応に関するお言葉、心より御礼申し上げます。

一方で、お客様の指摘された問題点についても認識しており、改善に向けて努力しています。エントランスからフロントへのアクセスや水回りの臭いについて、より使いやすく清潔な環境を提供できるように検討・対処してまいります。
また、駐車場の連携に関しては、当ホテルの周辺に複数のコインパーキングがある、且つお車でお越しのお客様が極端に少ない傾向にあるため、現状は提携駐車場をご用意しておりません。ご不便をおかけし誠に申し訳ございませんが、何卒ご理解いただきますようお願い申し上げます。
なお、コンビニエンスストアは当館から徒歩5分以内の場所にございますが、スタッフ側からお客様に情報をお伝え出来なかったことに関してお詫びを申し上げます。

お客様の貴重なご意見を受けて、ホテルの改善に努め、より快適な滞在を提供できるよう取り組んでまいります。
この度はご宿泊いただき誠にありがとうございました。"
183367298,"この度は口コミを投稿していただき誠にありがとうございます。
ご滞在中、隣室からの騒音やウェルカムドリンクの補充不足、朝食の混雑等様々な件に関してご不便やご迷惑をお掛けしました事を、心よりお詫び申し上げます。
頂いたご意見を基に、夜間における施設内の見回りを強化する・ウェルカムドリンクの管理方法を今一度見直す・朝食会場を円滑にまわす方法の検討等を行って参ります。
その他にお気づきの点がございましたらホテルまでお教えいただけますと幸いです。この度はご宿泊頂き誠にありがとうございました。"
183367304,"口コミ投稿ありがとうございます。
京都にもインバウンドの観光客が戻りつつあることもあり、当ホテルでも日々様々なお国ご出身の方をお迎えいたしております。
そんな中、お客様に置かれましてはご滞在に際しご不便・ご迷惑をお掛けしました事を心よりお詫び申し上げます。
僭越ながらその詳細をホテルまでお教えいただけますと幸いです。今後の改善に役立てさせていただければと存じますので、何卒よろしくお願い申し上げます。
この度はご宿泊いただき誠にありがとうございました。"
183367316,"この度はオリエンタルホテル京都六条へご宿泊いただき誠にありがとうございました。
快適にお過ごしいただけたご様子で何よりでございます。
再度お目にかかれる日を心よりお待ちいたしております。

オリエンタルホテル京都六条"
183367317,"この度はオリエンタルホテル京都六条にご宿泊賜りありがとうございました。
また、ご感想をお寄せいただき重ねて御礼申し上げます。
今回のご滞在におかれましてはごゆっくりとおくつろぎいただけました由嬉しく存じます。
おっしゃる通り、京都駅からは徒歩だと18分程かかってしまうのでバスやタクシーなどご利用頂くとスムーズにお越しいただけると思います。
これからも、よりご満足いただけるホテルを目指しサービスの向上を図って参る所存でございます。
引き続きご愛顧賜りますようお願い申し上げます。
またのご来館を従業員一同心よりお待ち申し上げております。

フロント　八田"
183367322,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。チェックインの際にご不便をおかけし大変申し訳ございません。わずかではございますが簡易テーブルのご用意もございますので、またご利用の際はお気軽にスタッフにお声がけください。お客様に再び当ホテルを選んでいただけるようサービスの向上に励んでまいります。
183367323,"この度は貴重なフィードバックを頂き誠にありがとうございます。
まず、初めての訪問にもかかわらず、接客に対する不快な経験をされたことについて、心よりお詫び申し上げます。スタッフの接客が不適切だったことを重く受け止めております。今後は、スタッフのトレーニング内容を今一度見直し、皆様にとってわかりやすい・快適な滞在となるようなご案内を行えるよう指導を徹底してまいります。

お部屋のモダンで快適な設備については、お喜びいただけたことをうれしく思います。ただし、朝食の品数に関するご意見や、お部屋についての肯定的な印象が、最初の接客体験の印象を補完することができなかったことを残念に思います。

その他にお気にかかった点がございましたら、恐縮ではございますがホテルまでお教えいただけますと幸いです。この度はご宿泊頂き誠にありがとうございました。"
183367325,"この度はお忙しい中口コミの投稿をいただき誠にありがとうございます。
しかしながら今回、せっかくご宿泊いただいたにもかかわらずご不便・ご迷惑をおかけし申し訳ございません。
はじめに、ご指摘いただきましたスタッフの応対に関しまして、お客様の仰る通りでございます。クーポンのお渡し漏れは本来であればこちらからお部屋に伺うべきものでございました、ご足労をお掛けいたしました。
清掃に関しても度重なる清掃不備により大変なご迷惑をお掛けいたしました。お部屋をご移動いただいたにも関わらず移動前と同様の状態であった旨、心よりお詫びを申し上げます。清掃スタッフと協議を重ね、皆様方に快適にご滞在いただけるお部屋づくりを目指してまいります。なお、タオルの交換に関しては、エコの観点からお客様のご希望(清掃希望のマグネット)がない場合にはドア掛けも含めて行わないシステムとなっておりますので、ご承知いただけますと幸いでございます。

この度は誠にありがとうございました。"
183367326,"この度はオリエンタルホテル京都六条をご利用いただき誠にありがとうございます。
またご意見につきましても頂戴し大変嬉しく思います。
その中で、スタッフ対応等お褒めのお言葉をいただきましたが、一部のスタッフについては配慮が不足しており、大変申し訳ございませんでした。
今回の件をスタッフ全員に共有し、指導に努めます。
また、客室内の加湿器の清掃不備に関しましては清掃スタッフに周知させ、こちらも今後の清掃時のチェック項目として指導してまります。
お客様皆様に快適にお過ごしいただけいる様に今後も精進してまります。
オリエンタルホテル京都六条　フロントマネージャー江原"
183367336,ご多用のところ写真や感想を掲載して頂き誠ににありがとうございます。この度は当ホテルの朝食にお褒めの言葉を頂戴し、大変光栄に思います。またのお越しをスタッフ一同お待ちしております。
183367338,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。快適にお過ごし頂けたようで何よりでございます。またのお越しをスタッフ一同心よりお待ちしております。
183367339,この度は数あるホテルの中からオリエンタル京都六条にご宿泊賜り、誠にありがとうございます。 またご多忙の中、ご投稿いただきまして重ねてお礼を申し上げます。これからもお客様に快適に過ごして頂けるように努めて参ります。
183367350,"フィードバックをいただき誠にありがとうございます。
お部屋の価格についてご不満を感じられたこと、大変申し訳ございません。
お客様が快適で満足のいく滞在をお楽しみいただけますよう、サービスと設備に改善を重ねて一層精進して参ります。
この度はご宿泊頂き誠にありがとうございました。"
183367354,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。快適にお過ごし頂けたようで何よりでございます。またのお越しをスタッフ一同お待ちしております。
183367363,オリエンタル京都六条にご宿泊いただき、誠にありがとうございます。今回の滞在をご満足頂けたようで嬉しく思います。またのお越しをスタッフ一同お待ちしております。
183367364,"この度は口コミの投稿をいただき誠にありがとうございます。
清掃に関してはエコの観点から、ご希望時にマグネットをドアの外側にお貼りいただくシステムとなっております。スタッフのご案内が足りず申し訳ございません。
その他、客室設備やホテル周辺の状況に関しましてもご指摘をいただきありがとうございます。ホテル前の明るさに関しては、特に日が早く落ちる時期になりますと一層暗く感じやすいかと存じますので、スタッフ間で協議の上ライトの点灯開始時間を早める等の対策を講じたいと存じます。
この度はご宿泊いただき誠にありがとうございました。"
183367366,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。ホテルの立地等でご不便をお掛けしましたことお詫び申し上げます。今後はより一層スタッフの教育に力を入れて参ります。またのお越しを心よりお待ちしております。
183367367,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。ご多用のところ写真まで掲載して頂き感謝申し上げます。お客様のご指摘を全スタッフで共有し改善に努めます。またの京都滞在の際にはオリエンタルホテル京都六条を選んでいただければ幸いです。
183367371,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。今後もサービス向上に努めて参りますので、またの京都滞在の際には是非オリエンタルホテル京都六条をお選びいただければ幸いです。
183367372,"数あるホテルの中よりオリエンタルホテル京都六条をご利用頂き誠に有難う御座います。
スタッフや施設につきまして、お褒めのお言葉を頂戴し、大変嬉しく存じます。
自転車でのご移動で、電車では行きにくい観光地へのアクセスも可能ですので、当ホテルの電動自転車をおすすめしております。
またのご来館を従業員一同心よりお待ち申し上げております。"
183367375,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。お部屋を気に入って頂けたご様子で嬉しく思います。今後もサービス向上に努めて参りますので、またの京都滞在の際には是非オリエンタルホテル京都六条をお選びいただければ幸いです。
183367376,"この度はオリエンタルホテ京都六条にご宿泊賜り、誠にありがとうございます。お部屋にご満足頂けたようで嬉しく思います。一階お手洗いの件に関しましては、ご不快な思いをさせてしまい大変申し訳ございません。今後ともサービス向上に努めて参りますので、京都滞在の際にはオリエンタルホテル京都六条を選んでいただければ幸いです。またのお越しをお待ちしております。
"
183367379,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。ご多用のところ口コミや写真を掲載して頂き感謝申し上げます。朝食にご満足頂けたご様子が伺え嬉しく思います。お部屋の設備等でご不便をおかけし申し訳ございません。わずかではございますが簡易テーブルのご用意もございますので、またご利用の際はお気軽にスタッフにお声がけください。またのお越しをスタッフ一同心よりお待ちしております。
183367381,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。快適にお過ごし頂けたとの事、大変嬉しく思います。またのお越しを心よりお待ちしております。
183367383,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。朝食やホテルの外観にご満足頂けた様子が伺え嬉しく思います。清掃に関しましてご不快な思いをさせてしまい大変申し訳ございません。今後ともサービス向上に努めてまいりますので、またの京都旅行の際には是非当ホテルをお選びいただければと思います。
183367386,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。ご多用のところ口コミや写真を掲載していただき、大変嬉しく思います。お客様に頂いたご指摘は全スタッフで共有させていただきます。またのお越しをスタッフ一同心よりお待ちしております。
183367387,この度はオリエンタルホテル京都六条をご利用頂き誠にありがとうございました。清掃等に関しまして不快なお思いをさせてしまい申し訳ございませんでした。お客様から頂いたご指摘はスタッフ一同で共有させて頂き、改善に努めて参ります。またお会いできることを心より願っております。
183367388,この度はオリエンタルホテル京都六条にご宿泊賜り、誠にありがとうございます。フロントでタクシーを手配させていただきますので、お声がけ頂ければと思います。またのお越しをスタッフ一同心よりお待ちしております。
183367389,"この度はオリエンタルホテル京都六条にご滞在をいただき誠にありがとうございます。 またご感想もお寄せいただき重ねてお礼を申しあげます。
まずTVのリモコンにつきましてはTVの下部分に設置しておりましたが分かりにくかったようで大変失礼致しました。今後設置場所につきまして、検討させて頂きます。
また、ご朝食につきましてお味噌汁は料理長こだわりの一品で隠し味に山芋を擦って入れております。喜んでいただき、大変嬉しく存じます。
品数につきましては数を少し絞ってご飯を美味しく召し上がっていただく内容にリニューアルしておりますが、頂戴しましたご意見は今後のメニュー検討とさせていただきます。
またの是非 次回のご来館も是非スタッフ一同心よりお待ち申し上げております。"
183367392,この度はオリエンタルホテル京都六条にご滞在をいただき誠にありがとうございます。 またご感想もお寄せいただき重ねてお礼を申しあげます。 朝食に関しましてのお褒めのお言葉と貴重なご意見を頂き、誠にありがとうございます。当日は混み合うお時間であったことを事前にご案内出来ず大変失礼いたしました。誘導案内等も今後の課題として検討させていただきます。 今後もご愛顧いただけるように精進して参りますので、またのご来館を是非スタッフ一同心よりお待ち申し上げております。 オリエンタルホテル京都六条
183367393,"この度はオリエンタルホテル京都 六条をご利用賜り誠にありがとうございます。 また、貴重なお時間を割いてのご投稿に重ねてお礼申し上げます。
駐車場に関しましては当ホテルにご用意が無く、近隣のコインパーキングをご案内しておりますため、ご不便をおかけしまして申し訳ございません。
よろしければ、また来たいと思っていただけるようなホテルを目指して参りますのでまたのご来館を心よりお待ち申し上げております。"
